2026-08-21 23:58:18	2197687	27_st_D_ancient_l	fig27	MODE=st_D	out/FIGRUNS/27_st_D_ancient_l_2197687.log	pass=[FINAL] rung
2026-08-21 23:58:18	2197688	28_ancient_l	fig28	MODE=none	out/FIGRUNS/28_ancient_l_2197688.log	pass=[FINAL] rung
2026-08-21 23:58:18	2197689	28_v2_D_ancient_l	fig28	MODE=v2_D	out/FIGRUNS/28_v2_D_ancient_l_2197689.log	pass=[FINAL] rung
2026-08-21 23:58:18	2197690	28_st_D_ancient_l	fig28	MODE=st_D	out/FIGRUNS/28_st_D_ancient_l_2197690.log	pass=[FINAL] rung
2026-08-21 23:58:18	2197691	28_v3_D_ancient_l	fig28	MODE=v3_D	out/FIGRUNS/28_v3_D_ancient_l_2197691.log	pass=[FINAL] rung
2026-08-22 00:17:59  cancelled st_D + v3_D arms, keeping temporal-only (v2_D)
2026-08-22 00:33:01	2197736	tgt_animal_blob_crack	targets_hero	OBJ=animal_blob_crack	out/tgt_2197736.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197737	tgt_animal_blob_orange_crack	targets_hero	OBJ=animal_blob_orange_crack	out/tgt_2197737.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197738	tgt_chair_real_wooden_crack	targets_hero	OBJ=chair_real_wooden_crack	out/tgt_2197738.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197739	tgt_chair_ice	targets_hero	OBJ=chair_ice	out/tgt_2197739.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197740	tgt_chair_moss	targets_hero	OBJ=chair_moss	out/tgt_2197740.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197741	tgt_napolean_teapot_crack	targets_hero	OBJ=napolean_teapot_crack	out/tgt_2197741.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197742	tgt_napolean_waves	targets_hero	OBJ=napolean_waves	out/tgt_2197742.log	pass=gt_targets.json exists
2026-08-22 00:33:01	2197743	tgt_octopus_tar	targets_hero	OBJ=octopus_tar	out/tgt_2197743.log	pass=gt_targets.json exists
2026-08-22 00:33:02	2197744	tgt_octopus_sparkle	targets_hero	OBJ=octopus_sparkle	out/tgt_2197744.log	pass=gt_targets.json exists
2026-08-22 00:33:02	2197745	tgt_octopus_rainbow	targets_hero	OBJ=octopus_rainbow	out/tgt_2197745.log	pass=gt_targets.json exists
2026-08-22 00:33:02	2197746	tgt_octopus_rust	targets_hero	OBJ=octopus_rust	out/tgt_2197746.log	pass=gt_targets.json exists
2026-08-22 00:46:57	2197775	nightwatch	nightwatch	-	out/NIGHTWATCH.log	pass=successor queued
2026-08-22 02:55	2197838	28_spot_lava	fig28	MODE=none	out/FIGRUNS/28_spot_lava_2197838.log	pass=[FINAL] rung
2026-08-22 02:55	2197839	28_v2_D_spot_lava	fig28	MODE=v2_D	out/FIGRUNS/28_v2_D_spot_lava_2197839.log	pass=[FINAL] rung
2026-08-22 02:55	2197840	28_pumpkin_r	fig28	MODE=none	out/FIGRUNS/28_pumpkin_r_2197840.log	pass=[FINAL] rung
2026-08-22 02:55	2197841	28_v2_D_pumpkin_r	fig28	MODE=v2_D	out/FIGRUNS/28_v2_D_pumpkin_r_2197841.log	pass=[FINAL] rung
2026-08-22 02:55	2197842	28_hand_rors	fig28	MODE=none	out/FIGRUNS/28_hand_rors_2197842.log	pass=[FINAL] rung
2026-08-22 02:55	2197843	28_v2_D_hand_rors	fig28	MODE=v2_D	out/FIGRUNS/28_v2_D_hand_rors_2197843.log	pass=[FINAL] rung
2026-08-22 02:55:29	2197850	27_animal_bl	fig27	MODE=none	out/FIGRUNS/27_animal_bl_2197850.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197851	27_v2_D_animal_bl	fig27	MODE=v2_D	out/FIGRUNS/27_v2_D_animal_bl_2197851.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197852	28_animal_bl	fig28	MODE=none	out/FIGRUNS/28_animal_bl_2197852.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197853	28_v2_D_animal_bl	fig28	MODE=v2_D	out/FIGRUNS/28_v2_D_animal_bl_2197853.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197854	29_animal_bl	fig29	MODE=none	out/FIGRUNS/29_animal_bl_2197854.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197855	29_v2_D_animal_bl	fig29	MODE=v2_D	out/FIGRUNS/29_v2_D_animal_bl_2197855.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197856	30_animal_bl	fig30	MODE=none	out/FIGRUNS/30_animal_bl_2197856.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197857	30_v2_D_animal_bl	fig30	MODE=v2_D	out/FIGRUNS/30_v2_D_animal_bl_2197857.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197858	31_animal_bl	fig31	MODE=none	out/FIGRUNS/31_animal_bl_2197858.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197859	31_v2_D_animal_bl	fig31	MODE=v2_D	out/FIGRUNS/31_v2_D_animal_bl_2197859.log	pass=[FINAL] rung
2026-08-22 02:55:30	2197860	32_animal_bl	fig32	MODE=none	out/FIGRUNS/32_animal_bl_2197860.log	pass=[FINAL] rung
2026-08-22 02:55:31	2197861	33_animal_bl	fig33	MODE=none	out/FIGRUNS/33_animal_bl_2197861.log	pass=[FINAL] rung
2026-08-22 02:55:31	2197862	33_v2_D_animal_bl	fig33	MODE=v2_D	out/FIGRUNS/33_v2_D_animal_bl_2197862.log	pass=[FINAL] rung
